sport,home_team,away_team,network,viewership_millions,season,is_estimate,source,notes,is_rivalry,is_ranked_matchup,is_prime_time,conference,game_type
football,Arkansas State,Louisiana,ESPN,0.695,2025,0,TV Media Blog,TV Media Blog chart nLX1x; Thursday 7:30PM ET,0,0,1,Unknown,regular_season
football,Memphis,Tulane,ESPN,0.695,2025,0,TV Media Blog,TV Media Blog chart Qr3h7; Friday 9:00PM ET,0,0,1,Unknown,regular_season
football,Virginia,Wake Forest,ESPN,0.674,2025,0,TV Media Blog,TV Media Blog chart Qr3h7; Saturday 7:00PM ET,0,0,1,Unknown,regular_season
football,UCF,Houston,FS1,0.66,2025,0,TV Media Blog,TV Media Blog chart Qr3h7; Friday 8:30PM ET,0,0,1,Unknown,regular_season
football,NC State,Virginia,ESPN2,0.651,2025,0,TV Media Blog,TV Media Blog chart Ftn3z; Saturday 12:00PM ET,0,0,0,Unknown,regular_season
football,BYU,UCF,ESPN2,0.648,2025,0,TV Media Blog,TV Media Blog chart yV7zt; Saturday 1PM ET,0,0,0,Unknown,regular_season
football,Fresno State,Miami (OH),CW,0.639,2025,0,TV Media Blog,TV Media Blog chart bi3yR; Arizona Bowl; Saturday 4:30PM ET,0,0,0,Unknown,postseason
football,West Virginia,Colorado,TNT,0.605,2025,0,TV Media Blog,TV Media Blog chart Qr3h7; Saturday 12:00PM ET,0,0,0,Unknown,regular_season
football,Virginia,Washington State,CW,0.589,2025,0,TV Media Blog,TV Media Blog chart r6lXb; Saturday 6:30PM ET,0,0,0,Unknown,regular_season
football,Michigan State,Maryland,FS1,0.576,2025,0,TV Media Blog,TV Media Blog chart yV7zt; Saturday 7PM ET,0,0,1,Unknown,regular_season
football,Wisconsin,Middle Tennessee,FS1,0.568,2025,0,TV Media Blog,TV Media Blog chart Ftn3z; Saturday 4:00PM ET,0,0,0,Unknown,regular_season
football,Oregon State,Fresno State,CW,0.565,2025,0,TV Media Blog,TV Media Blog chart Ftn3z; Saturday 3:30PM ET,0,0,0,Unknown,regular_season
football,Washington State,San Diego State,CW,0.54,2025,0,TV Media Blog,TV Media Blog chart Ftn3z; Saturday 10:15PM ET,0,0,0,Unknown,regular_season
football,South Florida,UTSA,ESPN,0.517,2025,0,TV Media Blog,TV Media Blog chart Qr3h7; Thursday 7:30PM ET,0,0,1,Unknown,regular_season
football,Old Dominion,Troy,ESPN,0.508,2025,0,TV Media Blog,TV Media Blog chart 5Yp3Z; Thursday 7:30PM ET,0,0,1,Unknown,regular_season
football,Arizona,Kansas,ESPN2,0.487,2025,0,TV Media Blog,TV Media Blog chart Qr3h7; Saturday 3:30PM ET,0,0,0,Unknown,regular_season
football,Cal,SMU,ESPN2,0.487,2025,0,TV Media Blog,TV Media Blog chart yV7zt; Saturday 8PM ET,0,0,1,Unknown,regular_season
football,East Carolina,Tulsa,ESPN,0.48,2025,0,TV Media Blog,TV Media Blog chart r6lXb; Thursday 7:30PM ET,0,0,1,Unknown,regular_season
football,Jacksonville State,Delaware,ESPN,0.472,2025,0,TV Media Blog,TV Media Blog chart r6lXb; Wednesday 7:00PM ET,0,0,1,Unknown,regular_season
football,Arkanasas State,Missouri State,ESPN2,0.457,2025,0,TV Media Blog,TV Media Blog chart bi3yR; Xbox Bowl; Thursday 9PM ET,0,0,1,Unknown,postseason
football,Rutgers,Oregon,BTN,0.457,2025,0,TV Media Blog,TV Media Blog chart r6lXb; Saturday 6:30PM ET,0,0,0,Unknown,regular_season
football,Ohio,Miami (OH),ESPN2,0.43,2025,0,TV Media Blog,TV Media Blog chart Qr3h7; Tuesday 7:00PM ET,0,0,1,Unknown,regular_season
football,Kansas State,Colorado,FS1,0.423,2025,0,TV Media Blog,TV Media Blog chart yV7zt; Saturday 12PM ET,0,0,0,Unknown,regular_season
