sport,home_team,away_team,network,viewership_millions,season,is_estimate,source,notes,is_rivalry,is_ranked_matchup,is_prime_time,conference,game_type
mens_basketball,Xavier,Missouri State,TruTV,0.069,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Friday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Furman,UNCG,ESPN2,0.068,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Sunday 1PM ET,0,0,0,Unknown,regular_season
mens_basketball,West Virginia,Ohio State,ESPNU,0.068,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Saturday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,Alabama,Clemson,ESPNU,0.067,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Wednesday 7:15PM ET,0,0,1,Unknown,regular_season
mens_basketball,Boise State,Grand Canyon,FS1,0.067,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Wednesday 11PM ET,0,0,0,Unknown,regular_season
mens_basketball,Oregon,Ohio State,BTN,0.067,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Thursday 10:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,Rutgers,Washington,BTN,0.066,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Tuesday 6:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,George Mason,Old Dominion,USA,0.065,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Saturday 12:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,San Diego State,Colorado State,FS1,0.065,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Wednesday 10:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,Utah State,Grand Canyon,FS1,0.064,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Saturday 10:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,Wright State,Northern Kentucky,ESPNU,0.063,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; Horizon SF; Monday 7PM ET,0,0,1,Unknown,postseason
mens_basketball,UCF,Cincinnati,ESPN2,0.062,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Sunday 5PM ET,0,0,0,Unknown,regular_season
mens_basketball,USC,Washington State,FS1,0.062,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Sunday 7:30PM ET,0,0,1,Unknown,regular_season
mens_basketball,Fordham,George Washington,USA,0.06,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; A10 2R; Thursday 11:30AM ET,0,0,0,Unknown,postseason
mens_basketball,Richmond,Davidson,USA,0.06,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Saturday 4:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,Seton Hall,Rutgers,FS1,0.06,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Saturday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,UCLA,Pepperdine,BTN,0.06,2025,0,TV Media Blog,TV Media Blog chart GuYep; Friday 10:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,Marquette,Dayton,TruTV,0.059,2025,0,TV Media Blog,TV Media Blog chart hLqu7; Wednesday 7:30PM ET,0,0,1,Unknown,regular_season
mens_basketball,Providence,DePaul,FS1,0.059,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Saturday 4PM ET,0,0,0,Unknown,regular_season
mens_basketball,Colorado,Arizona State,ESPN2,0.058,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Saturday 9:30PM ET,0,0,1,Unknown,regular_season
mens_basketball,DePaul,Georgetown,TruTV,0.058,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Tuesday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,Ole Miss,Auburn,ESPNU,0.055,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Tuesday 9PM ET,0,0,1,Unknown,regular_season
mens_basketball,Richmond,Old Dominion,USA,0.053,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Saturday 12:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,Richmond,Loyola Chicago,USA,0.052,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; A10 1R; Wednesday 2PM ET,0,0,0,Unknown,postseason
mens_basketball,Penn State,Campbell,BTN,0.049,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Tuesday 6PM ET,0,0,0,Unknown,regular_season
mens_basketball,Northwestern,Washington,BTN,0.048,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Saturday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,Notre Dame,Missouri,ESPNU,0.047,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Tuesday 9PM ET,0,0,1,Unknown,regular_season
mens_basketball,VCU,Loyola Chicago,ESPN2,0.047,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Friday 9PM ET,0,0,1,Unknown,regular_season
mens_basketball,Florida Atlantic,Memphis,ESPN2,0.046,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Sunday 1PM ET,0,0,0,Unknown,regular_season
mens_basketball,Georgia,Cincinnati,ESPNU,0.046,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Holliday Hoopsgiving; Saturday 2PM ET,0,0,0,Unknown,regular_season
mens_basketball,Saint Mary's,San Francisco,ESPN2,0.046,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Saturday 11:30PM ET,0,0,0,Unknown,regular_season
mens_basketball,Utah State,UNLV,FS1,0.046,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Tuesday 11PM ET,0,0,0,Unknown,regular_season
mens_basketball,Davidson,Loyola Chicago,USA,0.045,2025,0,TV Media Blog,TV Media Blog chart r4ZMn; A10 2R; Thursday 7:30PM ET,0,0,1,Unknown,postseason
mens_basketball,Penn State,USC,BTN,0.045,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Sunday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,Richmond,Saint Joseph's,USA,0.045,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Sunday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,Sam Houston,Louisiana Tech,ESPN2,0.045,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Saturday 10PM ET,0,0,0,Unknown,regular_season
